onset	duration	type	value	latency	trial
19.968	4	chair	4	19968	1
37.119	4	chair	4	37119	2
54.249	4	chair	4	54249	3
71.379	4	chair	4	71379	4
88.504	4	scissor	1	88504	5
105.616	4	scissor	1	105616	6
122.739	4	watch	2	122739	7
139.87	4	watch	2	139870	8
156.98	4	watch	2	156980	9
174.095	4	watch	2	174095	10
191.209	4	scissor	1	191209	11
208.319	4	scissor	1	208319	12
225.433	4	cup	3	225433	13
242.563	4	chair	4	242563	14
259.704	4	watch	2	259704	15
276.838	4	cup	3	276838	16
293.973	4	cup	3	293973	17
311.095	4	chair	4	311095	18
328.223	4	watch	2	328223	19
345.364	4	scissor	1	345364	20
362.48	4	chair	4	362480	21
379.603	4	scissor	1	379603	22
396.714	4	cup	3	396714	23
413.842	4	cup	3	413842	24
430.971	4	chair	4	430971	25
448.1	4	cup	3	448100	26
465.216	4	watch	2	465216	27
482.358	4	scissor	1	482358	28
499.473	4	scissor	1	499473	29
516.601	4	cup	3	516601	30
533.727	4	cup	3	533727	31
550.852	4	chair	4	550852	32
567.97	4	watch	2	567970	33
585.112	4	cup	3	585112	34
602.237	4	watch	2	602237	35
619.353	4	scissor	1	619353	36
636.481	4	cup	3	636481	37
653.609	4	watch	2	653609	38
670.724	4	chair	4	670724	39
687.87	4	scissor	1	687870	40
811.535	4	cup	3	811535	41
828.648	4	watch	2	828648	42
845.76	4	watch	2	845760	43
862.869	4	cup	3	862869	44
880	4	cup	3	880000	45
897.108	4	chair	4	897108	46
914.238	4	chair	4	914238	47
931.352	4	chair	4	931352	48
948.482	4	watch	2	948482	49
965.591	4	scissor	1	965591	50
982.703	4	scissor	1	982703	51
999.836	4	chair	4	999836	52
1016.946	4	watch	2	1016946	53
1034.083	4	cup	3	1034083	54
1051.216	4	scissor	1	1051216	55
1068.332	4	chair	4	1068332	56
1085.441	4	scissor	1	1085441	57
1102.559	4	cup	3	1102559	58
1119.684	4	chair	4	1119684	59
1136.809	4	watch	2	1136809	60
1153.929	4	watch	2	1153929	61
1171.072	4	scissor	1	1171072	62
1188.212	4	watch	2	1188212	63
1205.328	4	chair	4	1205328	64
1222.436	4	chair	4	1222436	65
1239.566	4	scissor	1	1239566	66
1256.69	4	scissor	1	1256690	67
1273.809	4	scissor	1	1273809	68
1290.937	4	scissor	1	1290937	69
1308.06	4	cup	3	1308060	70
1325.178	4	scissor	1	1325178	71
1342.29	4	cup	3	1342290	72
1359.417	4	cup	3	1359417	73
1376.543	4	watch	2	1376543	74
1393.654	4	cup	3	1393654	75
1410.785	4	chair	4	1410785	76
1427.911	4	chair	4	1427911	77
1445.027	4	watch	2	1445027	78
1462.172	4	cup	3	1462172	79
1479.299	4	watch	2	1479299	80
1923.521	4	chair	4	1923521	81
1940.643	4	chair	4	1940643	82
1957.768	4	watch	2	1957768	83
1974.897	4	cup	3	1974897	84
1992.01	4	scissor	1	1992010	85
2009.133	4	cup	3	2009133	86
2026.262	4	watch	2	2026262	87
2043.392	4	scissor	1	2043392	88
2060.522	4	cup	3	2060522	89
2077.638	4	chair	4	2077638	90
2094.777	4	scissor	1	2094777	91
2111.895	4	chair	4	2111895	92
2129.031	4	scissor	1	2129031	93
2146.173	4	scissor	1	2146173	94
2163.294	4	cup	3	2163294	95
2180.434	4	watch	2	2180434	96
2197.551	4	scissor	1	2197551	97
2214.692	4	chair	4	2214692	98
2231.819	4	watch	2	2231819	99
2248.934	4	cup	3	2248934	100
2266.048	4	scissor	1	2266048	101
2283.178	4	cup	3	2283178	102
2300.308	4	watch	2	2300308	103
2317.433	4	chair	4	2317433	104
2334.56	4	watch	2	2334560	105
2351.673	4	watch	2	2351673	106
2368.787	4	scissor	1	2368787	107
2385.916	4	cup	3	2385916	108
2403.058	4	scissor	1	2403058	109
2420.185	4	chair	4	2420185	110
2437.313	4	chair	4	2437313	111
2454.429	4	chair	4	2454429	112
2471.556	4	cup	3	2471556	113
2488.671	4	chair	4	2488671	114
2505.795	4	scissor	1	2505795	115
2522.908	4	watch	2	2522908	116
2540.037	4	watch	2	2540037	117
2557.165	4	cup	3	2557165	118
2574.281	4	watch	2	2574281	119
2591.421	4	cup	3	2591421	120
2812.673	4	scissor	1	2812673	121
2829.783	4	chair	4	2829783	122
2846.919	4	scissor	1	2846919	123
2864.062	4	scissor	1	2864062	124
2881.171	4	chair	4	2881171	125
2898.299	4	chair	4	2898299	126
2915.412	4	chair	4	2915412	127
2932.525	4	chair	4	2932525	128
2949.635	4	chair	4	2949635	129
2966.766	4	scissor	1	2966766	130
2983.893	4	chair	4	2983893	131
3001.02	4	watch	2	3001020	132
3018.149	4	cup	3	3018149	133
3035.278	4	scissor	1	3035278	134
3052.408	4	cup	3	3052408	135
3069.537	4	chair	4	3069537	136
3086.676	4	watch	2	3086676	137
3103.794	4	watch	2	3103794	138
3120.924	4	chair	4	3120924	139
3138.068	4	watch	2	3138068	140
3155.195	4	watch	2	3155195	141
3172.324	4	watch	2	3172324	142
3189.46	4	cup	3	3189460	143
3206.593	4	scissor	1	3206593	144
3223.705	4	cup	3	3223705	145
3240.817	4	cup	3	3240817	146
3257.932	4	cup	3	3257932	147
3275.043	4	scissor	1	3275043	148
3292.151	4	cup	3	3292151	149
3309.29	4	scissor	1	3309290	150
3326.424	4	scissor	1	3326424	151
3343.556	4	watch	2	3343556	152
3360.679	4	scissor	1	3360679	153
3377.812	4	watch	2	3377812	154
3394.926	4	cup	3	3394926	155
3412.054	4	watch	2	3412054	156
3429.181	4	chair	4	3429181	157
3446.294	4	cup	3	3446294	158
3463.409	4	watch	2	3463409	159
3480.538	4	cup	3	3480538	160
