onset	duration	type	value	latency	trial
13.791	4	bird	2	13791	1
30.932	4	fish	3	30932	2
48.058	4	fish	3	48058	3
65.171	4	fish	3	65171	4
82.295	4	dog	1	82295	5
99.413	4	bird	2	99413	6
116.539	4	bird	2	116539	7
133.664	4	dog	1	133664	8
150.784	4	bird	2	150784	9
167.895	4	dog	1	167895	10
185.021	4	dog	1	185021	11
202.137	4	bird	2	202137	12
219.245	4	fish	3	219245	13
236.378	4	dog	1	236378	14
253.508	4	fish	3	253508	15
270.633	4	bird	2	270633	16
287.744	4	fish	3	287744	17
304.88	4	dog	1	304880	18
322.018	4	bird	2	322018	19
339.129	4	fish	3	339129	20
356.259	4	dog	1	356259	21
373.384	4	fish	3	373384	22
390.512	4	fish	3	390512	23
407.642	4	fish	3	407642	24
424.759	4	dog	1	424759	25
441.868	4	bird	2	441868	26
458.999	4	dog	1	458999	27
476.128	4	bird	2	476128	28
493.236	4	bird	2	493236	29
510.362	4	dog	1	510362	30
618.849	4	fish	3	618849	31
635.973	4	bird	2	635973	32
653.091	4	dog	1	653091	33
670.201	4	bird	2	670201	34
687.331	4	fish	3	687331	35
704.457	4	bird	2	704457	36
721.588	4	bird	2	721588	37
738.716	4	fish	3	738716	38
755.832	4	dog	1	755832	39
772.971	4	dog	1	772971	40
790.086	4	bird	2	790086	41
807.212	4	bird	2	807212	42
824.341	4	bird	2	824341	43
841.468	4	fish	3	841468	44
858.596	4	bird	2	858596	45
875.726	4	dog	1	875726	46
892.841	4	dog	1	892841	47
909.954	4	dog	1	909954	48
927.065	4	fish	3	927065	49
944.193	4	dog	1	944193	50
961.311	4	fish	3	961311	51
978.436	4	fish	3	978436	52
995.549	4	fish	3	995549	53
1012.671	4	dog	1	1012671	54
1029.787	4	bird	2	1029787	55
1046.916	4	dog	1	1046916	56
1064.031	4	bird	2	1064031	57
1081.145	4	fish	3	1081145	58
1098.271	4	fish	3	1098271	59
1115.4	4	dog	1	1115400	60
1211.94	4	bird	2	1211940	61
1229.057	4	dog	1	1229057	62
1246.186	4	bird	2	1246186	63
1263.296	4	fish	3	1263296	64
1280.409	4	fish	3	1280409	65
1297.524	4	fish	3	1297524	66
1314.638	4	dog	1	1314638	67
1331.763	4	fish	3	1331763	68
1348.875	4	dog	1	1348875	69
1365.992	4	bird	2	1365992	70
1383.12	4	fish	3	1383120	71
1400.242	4	dog	1	1400242	72
1417.362	4	dog	1	1417362	73
1434.474	4	bird	2	1434474	74
1451.599	4	bird	2	1451599	75
1468.726	4	bird	2	1468726	76
1485.84	4	bird	2	1485840	77
1502.967	4	fish	3	1502967	78
1520.098	4	dog	1	1520098	79
1537.21	4	fish	3	1537210	80
1554.325	4	dog	1	1554325	81
1571.45	4	dog	1	1571450	82
1588.562	4	fish	3	1588562	83
1605.69	4	fish	3	1605690	84
1622.823	4	bird	2	1622823	85
1639.946	4	dog	1	1639946	86
1657.063	4	bird	2	1657063	87
1674.186	4	dog	1	1674186	88
1691.319	4	bird	2	1691319	89
1708.442	4	fish	3	1708442	90
1814.606	4	dog	1	1814606	91
1831.734	4	bird	2	1831734	92
1848.861	4	dog	1	1848861	93
1865.993	4	bird	2	1865993	94
1883.107	4	bird	2	1883107	95
1900.223	4	fish	3	1900223	96
1917.345	4	dog	1	1917345	97
1934.456	4	dog	1	1934456	98
1951.574	4	fish	3	1951574	99
1968.716	4	fish	3	1968716	100
1985.826	4	dog	1	1985826	101
2002.942	4	bird	2	2002942	102
2020.051	4	fish	3	2020051	103
2037.178	4	dog	1	2037178	104
2054.309	4	dog	1	2054309	105
2071.438	4	bird	2	2071438	106
2088.563	4	fish	3	2088563	107
2105.697	4	bird	2	2105697	108
2122.828	4	dog	1	2122828	109
2139.968	4	bird	2	2139968	110
2157.097	4	fish	3	2157097	111
2174.211	4	fish	3	2174211	112
2191.354	4	bird	2	2191354	113
2208.468	4	dog	1	2208468	114
2225.576	4	bird	2	2225576	115
2242.694	4	dog	1	2242694	116
2259.832	4	fish	3	2259832	117
2276.953	4	fish	3	2276953	118
2294.095	4	fish	3	2294095	119
2311.242	4	bird	2	2311242	120
