name	x	y	z	material
Fpz	-0.0013373370098660072	0.11910179606232231	0.03288990364077295	Ag/AgCl
Fp1	-0.030902595782959074	0.1145851808674079	0.027866574329093563	Ag/AgCl
Fp2	0.028409487887091203	0.11534630809630636	0.02772125772253031	Ag/AgCl
Fz	-0.0012292786120998045	0.09327445212894306	0.10263929347682083	Ag/AgCl
F3	-0.05180904586237076	0.0866879023191724	0.07871409302883829	Ag/AgCl
F4	0.05027427028109521	0.087438385860065	0.07727065434234637	Ag/AgCl
F7	-0.07187663250970616	0.07310353217275958	0.02579045587891774	Ag/AgCl
F8	0.07143526180097565	0.07450512184827826	0.025101027393181548	Ag/AgCl
FCz	-0.0012714337533993952	0.06345979225353343	0.12657198384237547	Ag/AgCl
FC3	-0.06185234453174111	0.057133289447271314	0.09376582882952603	Ag/AgCl
FC4	0.060625474352247244	0.05770741653090674	0.09379461804488445	Ag/AgCl
FT7	-0.082489318340554	0.04484874350085445	0.027680584654195248	Ag/AgCl
FT8	0.08010431965005083	0.045553577040141964	0.027412390613802098	Ag/AgCl
Cz	-0.0013741408533525957	0.027617093717945417	0.1401994941744	Ag/AgCl
C3	-0.06714873038365092	0.023358234962598565	0.10451068106025274	Ag/AgCl
C4	0.06532887326785189	0.02357310071942504	0.10369243420048097	Ag/AgCl
T7	-0.08598208540859081	0.014871643830998479	0.03117337373904913	Ag/AgCl
T8	0.08326136240706139	0.015258183861365685	0.030972968524064372	Ag/AgCl
CP3	-0.06547224097149225	-0.011896599111525148	0.10777792004227077	Ag/AgCl
CP4	0.0646962476012671	-0.011991179362648905	0.10771287092399104	Ag/AgCl
TP7	-0.08675728536194152	-0.014950971454822267	0.03515865615910235	Ag/AgCl
TP8	0.08362231532894225	-0.01508567532515739	0.03505769683479039	Ag/AgCl
Pz	-0.0017094524972804195	-0.04521299319629392	0.12667292418210063	Ag/AgCl
P3	-0.05503823925315043	-0.04421030104524479	0.09990897692201317	Ag/AgCl
P4	0.053636008012841616	-0.044334525348021875	0.10051602773215543	Ag/AgCl
P7	-0.07445797197401204	-0.0421231600703902	0.041273631387385656	Ag/AgCl
P8	0.07103246343848865	-0.04225998064272267	0.04119886278195534	Ag/AgCl
PO3	-0.038624608976388995	-0.06736158053162712	0.08241555265208678	Ag/AgCl
PO4	0.03466778587174901	-0.06766213823777688	0.08164652939132971	Ag/AgCl
Oz	-0.002060253553524364	-0.08278299035919615	0.06073663060774018	Ag/AgCl
O1	-0.0315735653251896	-0.08056835005318111	0.054789645624052044	Ag/AgCl
O2	0.027683093109090593	-0.08048884161275736	0.05473408147779854	Ag/AgCl
