onset	duration	type	value	latency	trial
12.121	4	dog	1	12121	1
29.264	4	dog	1	29264	2
46.454	4	bird	2	46454	3
63.581	4	bird	2	63581	4
80.731	4	bird	2	80731	5
97.868	4	bird	2	97868	6
114.982	4	dog	1	114982	7
132.098	4	dog	1	132098	8
149.225	4	fish	3	149225	9
166.338	4	bird	2	166338	10
183.469	4	fish	3	183469	11
200.61	4	fish	3	200610	12
217.736	4	bird	2	217736	13
234.868	4	dog	1	234868	14
251.98	4	dog	1	251980	15
269.107	4	fish	3	269107	16
286.237	4	fish	3	286237	17
303.365	4	fish	3	303365	18
320.495	4	bird	2	320495	19
337.622	4	dog	1	337622	20
354.734	4	dog	1	354734	21
371.863	4	fish	3	371863	22
388.98	4	fish	3	388980	23
406.106	4	bird	2	406106	24
423.224	4	fish	3	423224	25
440.36	4	bird	2	440360	26
457.489	4	dog	1	457489	27
474.604	4	fish	3	474604	28
491.733	4	bird	2	491733	29
508.851	4	dog	1	508851	30
674.194	4	dog	1	674194	31
691.336	4	dog	1	691336	32
708.458	4	dog	1	708458	33
725.586	4	fish	3	725586	34
742.719	4	fish	3	742719	35
759.855	4	dog	1	759855	36
776.973	4	fish	3	776973	37
794.098	4	bird	2	794098	38
811.213	4	bird	2	811213	39
828.336	4	fish	3	828336	40
845.47	4	bird	2	845470	41
862.593	4	bird	2	862593	42
879.709	4	dog	1	879709	43
896.835	4	fish	3	896835	44
913.954	4	fish	3	913954	45
931.088	4	dog	1	931088	46
948.203	4	bird	2	948203	47
965.335	4	dog	1	965335	48
982.447	4	fish	3	982447	49
999.556	4	dog	1	999556	50
1016.671	4	bird	2	1016671	51
1033.8	4	bird	2	1033800	52
1050.922	4	bird	2	1050922	53
1068.038	4	bird	2	1068038	54
1085.155	4	dog	1	1085155	55
1102.278	4	bird	2	1102278	56
1119.39	4	fish	3	1119390	57
1136.503	4	fish	3	1136503	58
1153.615	4	dog	1	1153615	59
1170.739	4	fish	3	1170739	60
1307.921	4	dog	1	1307921	61
1325.062	4	fish	3	1325062	62
1342.174	4	dog	1	1342174	63
1359.305	4	dog	1	1359305	64
1376.43	4	fish	3	1376430	65
1393.547	4	bird	2	1393547	66
1410.688	4	bird	2	1410688	67
1427.815	4	bird	2	1427815	68
1444.927	4	bird	2	1444927	69
1462.041	4	fish	3	1462041	70
1479.168	4	fish	3	1479168	71
1496.294	4	fish	3	1496294	72
1513.409	4	dog	1	1513409	73
1530.539	4	bird	2	1530539	74
1547.668	4	fish	3	1547668	75
1564.78	4	dog	1	1564780	76
1581.908	4	fish	3	1581908	77
1599.032	4	bird	2	1599032	78
1616.163	4	fish	3	1616163	79
1633.278	4	bird	2	1633278	80
1650.42	4	bird	2	1650420	81
1667.533	4	fish	3	1667533	82
1684.643	4	dog	1	1684643	83
1701.776	4	dog	1	1701776	84
1718.901	4	dog	1	1718901	85
1736.028	4	fish	3	1736028	86
1753.153	4	dog	1	1753153	87
1770.274	4	bird	2	1770274	88
1787.4	4	bird	2	1787400	89
1804.528	4	dog	1	1804528	90
2022.06	4	fish	3	2022060	91
2039.174	4	fish	3	2039174	92
2056.287	4	dog	1	2056287	93
2073.412	4	bird	2	2073412	94
2090.543	4	bird	2	2090543	95
2107.654	4	dog	1	2107654	96
2124.763	4	bird	2	2124763	97
2141.878	4	fish	3	2141878	98
2158.991	4	fish	3	2158991	99
2176.103	4	bird	2	2176103	100
2193.218	4	dog	1	2193218	101
2210.345	4	fish	3	2210345	102
2227.471	4	dog	1	2227471	103
2244.588	4	bird	2	2244588	104
2261.711	4	bird	2	2261711	105
2278.84	4	dog	1	2278840	106
2295.967	4	fish	3	2295967	107
2313.096	4	dog	1	2313096	108
2330.225	4	dog	1	2330225	109
2347.341	4	bird	2	2347341	110
2364.453	4	fish	3	2364453	111
2381.562	4	fish	3	2381562	112
2398.691	4	fish	3	2398691	113
2415.816	4	bird	2	2415816	114
2432.932	4	fish	3	2432932	115
2450.059	4	dog	1	2450059	116
2467.175	4	dog	1	2467175	117
2484.281	4	bird	2	2484281	118
2501.411	4	dog	1	2501411	119
2518.544	4	bird	2	2518544	120
