onset	duration	type	value	latency	trial
17.829	4	dog	1	17829	1
35.011	4	dog	1	35011	2
52.14	4	bird	2	52140	3
69.267	4	bird	2	69267	4
86.414	4	bird	2	86414	5
103.554	4	bird	2	103554	6
120.684	4	dog	1	120684	7
137.809	4	dog	1	137809	8
154.937	4	fish	3	154937	9
172.065	4	bird	2	172065	10
189.183	4	fish	3	189183	11
206.309	4	fish	3	206309	12
223.434	4	bird	2	223434	13
240.552	4	dog	1	240552	14
257.692	4	dog	1	257692	15
274.804	4	fish	3	274804	16
291.933	4	fish	3	291933	17
309.065	4	fish	3	309065	18
326.193	4	bird	2	326193	19
343.335	4	dog	1	343335	20
360.445	4	dog	1	360445	21
377.571	4	fish	3	377571	22
394.688	4	fish	3	394688	23
411.82	4	bird	2	411820	24
428.956	4	fish	3	428956	25
446.069	4	bird	2	446069	26
463.203	4	dog	1	463203	27
480.333	4	fish	3	480333	28
497.471	4	bird	2	497471	29
514.585	4	dog	1	514585	30
663.493	4	dog	1	663493	31
680.622	4	dog	1	680622	32
697.749	4	dog	1	697749	33
714.888	4	fish	3	714888	34
732.011	4	fish	3	732011	35
749.124	4	dog	1	749124	36
766.25	4	fish	3	766250	37
783.381	4	bird	2	783381	38
800.504	4	bird	2	800504	39
817.623	4	fish	3	817623	40
834.75	4	bird	2	834750	41
851.86	4	bird	2	851860	42
868.977	4	dog	1	868977	43
886.123	4	fish	3	886123	44
903.259	4	fish	3	903259	45
920.372	4	dog	1	920372	46
937.501	4	bird	2	937501	47
954.627	4	dog	1	954627	48
971.743	4	fish	3	971743	49
988.869	4	dog	1	988869	50
1005.987	4	bird	2	1005987	51
1023.124	4	bird	2	1023124	52
1040.254	4	bird	2	1040254	53
1057.387	4	bird	2	1057387	54
1074.514	4	dog	1	1074514	55
1091.624	4	bird	2	1091624	56
1108.755	4	fish	3	1108755	57
1125.882	4	fish	3	1125882	58
1142.993	4	dog	1	1142993	59
1160.125	4	fish	3	1160125	60
1344.094	4	dog	1	1344094	61
1361.212	4	fish	3	1361212	62
1378.326	4	dog	1	1378326	63
1395.452	4	dog	1	1395452	64
1412.565	4	fish	3	1412565	65
1429.691	4	bird	2	1429691	66
1446.805	4	bird	2	1446805	67
1463.931	4	bird	2	1463931	68
1481.048	4	bird	2	1481048	69
1498.178	4	fish	3	1498178	70
1515.315	4	fish	3	1515315	71
1532.429	4	fish	3	1532429	72
1549.548	4	dog	1	1549548	73
1566.675	4	bird	2	1566675	74
1583.8	4	fish	3	1583800	75
1600.927	4	dog	1	1600927	76
1618.057	4	fish	3	1618057	77
1635.183	4	bird	2	1635183	78
1652.298	4	fish	3	1652298	79
1669.429	4	bird	2	1669429	80
1686.568	4	bird	2	1686568	81
1703.682	4	fish	3	1703682	82
1720.809	4	dog	1	1720809	83
1737.926	4	dog	1	1737926	84
1755.066	4	dog	1	1755066	85
1772.192	4	fish	3	1772192	86
1789.321	4	dog	1	1789321	87
1806.434	4	bird	2	1806434	88
1823.549	4	bird	2	1823549	89
1840.664	4	dog	1	1840664	90
2114.713	4	fish	3	2114713	91
2131.843	4	fish	3	2131843	92
2148.974	4	dog	1	2148974	93
2166.09	4	bird	2	2166090	94
2183.227	4	bird	2	2183227	95
2200.353	4	dog	1	2200353	96
2217.486	4	bird	2	2217486	97
2234.614	4	fish	3	2234614	98
2251.737	4	fish	3	2251737	99
2268.871	4	bird	2	2268871	100
2285.982	4	dog	1	2285982	101
2303.095	4	fish	3	2303095	102
2320.208	4	dog	1	2320208	103
2337.337	4	bird	2	2337337	104
2354.467	4	bird	2	2354467	105
2371.591	4	dog	1	2371591	106
2388.716	4	fish	3	2388716	107
2405.852	4	dog	1	2405852	108
2422.988	4	dog	1	2422988	109
2440.101	4	bird	2	2440101	110
2457.233	4	fish	3	2457233	111
2474.347	4	fish	3	2474347	112
2491.471	4	fish	3	2491471	113
2508.602	4	bird	2	2508602	114
2525.729	4	fish	3	2525729	115
2542.853	4	dog	1	2542853	116
2559.985	4	dog	1	2559985	117
2577.099	4	bird	2	2577099	118
2594.222	4	dog	1	2594222	119
2611.342	4	bird	2	2611342	120
