onset	duration	type	value	latency	trial
20.473	4	circle	3	20473	1
37.583	4	circle	3	37583	2
54.698	4	pentagram	1	54698	3
71.811	4	square	2	71811	4
88.939	4	square	2	88939	5
106.066	4	pentagram	1	106066	6
123.18	4	square	2	123180	7
140.292	4	circle	3	140292	8
157.406	4	circle	3	157406	9
174.517	4	square	2	174517	10
191.632	4	pentagram	1	191632	11
208.747	4	circle	3	208747	12
225.858	4	pentagram	1	225858	13
242.969	4	square	2	242969	14
260.083	4	square	2	260083	15
277.196	4	pentagram	1	277196	16
294.307	4	circle	3	294307	17
311.419	4	pentagram	1	311419	18
328.532	4	pentagram	1	328532	19
345.647	4	square	2	345647	20
362.759	4	circle	3	362759	21
379.871	4	circle	3	379871	22
396.986	4	circle	3	396986	23
414.101	4	square	2	414101	24
431.214	4	circle	3	431214	25
448.322	4	pentagram	1	448322	26
465.437	4	pentagram	1	465437	27
482.55	4	square	2	482550	28
499.667	4	pentagram	1	499667	29
516.777	4	square	2	516777	30
604.412	4	pentagram	1	604412	31
621.546	4	pentagram	1	621546	32
638.679	4	pentagram	1	638679	33
655.83	4	pentagram	1	655830	34
672.98	4	square	2	672980	35
690.113	4	circle	3	690113	36
707.263	4	pentagram	1	707263	37
724.413	4	circle	3	724413	38
741.546	4	square	2	741546	39
758.697	4	square	2	758697	40
775.877	4	square	2	775877	41
792.989	4	square	2	792989	42
810.104	4	square	2	810104	43
827.217	4	circle	3	827217	44
844.328	4	pentagram	1	844328	45
861.441	4	circle	3	861441	46
878.556	4	circle	3	878556	47
895.67	4	circle	3	895670	48
912.793	4	pentagram	1	912793	49
929.906	4	circle	3	929906	50
947.023	4	pentagram	1	947023	51
964.135	4	pentagram	1	964135	52
981.247	4	square	2	981247	53
998.357	4	pentagram	1	998357	54
1015.474	4	square	2	1015474	55
1032.589	4	circle	3	1032589	56
1049.698	4	square	2	1049698	57
1066.808	4	circle	3	1066808	58
1083.924	4	square	2	1083924	59
1101.039	4	circle	3	1101039	60
1188.095	4	square	2	1188095	61
1205.209	4	circle	3	1205209	62
1222.323	4	pentagram	1	1222323	63
1239.434	4	square	2	1239434	64
1256.546	4	pentagram	1	1256546	65
1273.659	4	pentagram	1	1273659	66
1290.774	4	circle	3	1290774	67
1307.889	4	pentagram	1	1307889	68
1324.998	4	pentagram	1	1324998	69
1342.112	4	pentagram	1	1342112	70
1359.225	4	square	2	1359225	71
1376.338	4	circle	3	1376338	72
1393.449	4	circle	3	1393449	73
1410.561	4	pentagram	1	1410561	74
1427.675	4	square	2	1427675	75
1444.789	4	circle	3	1444789	76
1461.902	4	square	2	1461902	77
1479.013	4	circle	3	1479013	78
1496.127	4	square	2	1496127	79
1513.24	4	pentagram	1	1513240	80
1530.353	4	square	2	1530353	81
1547.466	4	pentagram	1	1547466	82
1564.579	4	circle	3	1564579	83
1581.696	4	circle	3	1581696	84
1598.804	4	circle	3	1598804	85
1615.918	4	circle	3	1615918	86
1633.03	4	pentagram	1	1633030	87
1650.144	4	square	2	1650144	88
1667.261	4	square	2	1667261	89
1684.367	4	square	2	1684367	90
1760.805	4	pentagram	1	1760805	91
1777.939	4	circle	3	1777939	92
1795.105	4	pentagram	1	1795105	93
1812.241	4	circle	3	1812241	94
1829.389	4	circle	3	1829389	95
1846.54	4	square	2	1846540	96
1863.673	4	pentagram	1	1863673	97
1880.806	4	circle	3	1880806	98
1897.957	4	pentagram	1	1897957	99
1915.107	4	circle	3	1915107	100
1932.24	4	square	2	1932240	101
1949.39	4	square	2	1949390	102
1966.54	4	pentagram	1	1966540	103
1983.673	4	pentagram	1	1983673	104
2000.824	4	square	2	2000824	105
2017.99	4	square	2	2017990	106
2035.124	4	square	2	2035124	107
2052.257	4	pentagram	1	2052257	108
2069.423	4	square	2	2069423	109
2086.534	4	square	2	2086534	110
2103.649	4	circle	3	2103649	111
2120.762	4	circle	3	2120762	112
2137.872	4	pentagram	1	2137872	113
2154.985	4	circle	3	2154985	114
2172.099	4	pentagram	1	2172099	115
2189.213	4	circle	3	2189213	116
2206.322	4	circle	3	2206322	117
2223.436	4	pentagram	1	2223436	118
2240.55	4	square	2	2240550	119
2257.663	4	square	2	2257663	120
