onset	duration	type	value	latency	trial
16.458	4	pentagram	1	16458	1
33.577	4	pentagram	1	33577	2
50.721	4	pentagram	1	50721	3
67.863	4	pentagram	1	67863	4
84.978	4	square	2	84978	5
102.118	4	circle	3	102118	6
119.227	4	pentagram	1	119227	7
136.344	4	circle	3	136344	8
153.472	4	square	2	153472	9
170.596	4	square	2	170596	10
187.71	4	square	2	187710	11
204.837	4	square	2	204837	12
221.957	4	square	2	221957	13
239.092	4	circle	3	239092	14
256.206	4	pentagram	1	256206	15
273.34	4	circle	3	273340	16
290.462	4	circle	3	290462	17
307.589	4	circle	3	307589	18
324.718	4	pentagram	1	324718	19
341.849	4	circle	3	341849	20
358.976	4	pentagram	1	358976	21
376.103	4	pentagram	1	376103	22
393.233	4	square	2	393233	23
410.365	4	pentagram	1	410365	24
427.506	4	square	2	427506	25
444.613	4	circle	3	444613	26
461.745	4	square	2	461745	27
478.871	4	circle	3	478871	28
495.988	4	square	2	495988	29
513.113	4	circle	3	513113	30
645.555	4	square	2	645555	31
662.689	4	circle	3	662689	32
679.804	4	pentagram	1	679804	33
696.912	4	square	2	696912	34
714.042	4	pentagram	1	714042	35
731.172	4	pentagram	1	731172	36
748.282	4	circle	3	748282	37
765.395	4	pentagram	1	765395	38
782.51	4	pentagram	1	782510	39
799.631	4	pentagram	1	799631	40
816.746	4	square	2	816746	41
833.863	4	circle	3	833863	42
851.002	4	circle	3	851002	43
868.13	4	pentagram	1	868130	44
885.262	4	square	2	885262	45
902.386	4	circle	3	902386	46
919.497	4	square	2	919497	47
936.625	4	circle	3	936625	48
953.756	4	square	2	953756	49
970.868	4	pentagram	1	970868	50
987.983	4	square	2	987983	51
1005.128	4	pentagram	1	1005128	52
1022.264	4	circle	3	1022264	53
1039.381	4	circle	3	1039381	54
1056.514	4	circle	3	1056514	55
1073.639	4	circle	3	1073639	56
1090.747	4	pentagram	1	1090747	57
1107.876	4	square	2	1107876	58
1125.002	4	square	2	1125002	59
1142.117	4	square	2	1142117	60
1414.793	4	pentagram	1	1414793	61
1431.908	4	circle	3	1431908	62
1449.03	4	pentagram	1	1449030	63
1466.158	4	circle	3	1466158	64
1483.275	4	circle	3	1483275	65
1500.386	4	square	2	1500386	66
1517.529	4	pentagram	1	1517529	67
1534.658	4	circle	3	1534658	68
1551.785	4	pentagram	1	1551785	69
1568.9	4	circle	3	1568900	70
1586.03	4	square	2	1586030	71
1603.176	4	square	2	1603176	72
1620.3	4	pentagram	1	1620300	73
1637.43	4	pentagram	1	1637430	74
1654.543	4	square	2	1654543	75
1671.682	4	square	2	1671682	76
1688.811	4	square	2	1688811	77
1705.939	4	pentagram	1	1705939	78
1723.053	4	square	2	1723053	79
1740.181	4	square	2	1740181	80
1757.306	4	circle	3	1757306	81
1774.421	4	circle	3	1774421	82
1791.535	4	pentagram	1	1791535	83
1808.663	4	circle	3	1808663	84
1825.788	4	pentagram	1	1825788	85
1842.918	4	circle	3	1842918	86
1860.046	4	circle	3	1860046	87
1877.171	4	pentagram	1	1877171	88
1894.286	4	square	2	1894286	89
1911.415	4	square	2	1911415	90
2097.104	4	circle	3	2097104	91
2114.224	4	square	2	2114224	92
2131.367	4	pentagram	1	2131367	93
2148.502	4	circle	3	2148502	94
2165.621	4	circle	3	2165621	95
2182.763	4	pentagram	1	2182763	96
2199.872	4	circle	3	2199872	97
2216.986	4	pentagram	1	2216986	98
2234.117	4	circle	3	2234117	99
2251.226	4	square	2	2251226	100
2268.352	4	circle	3	2268352	101
2285.482	4	pentagram	1	2285482	102
2302.595	4	square	2	2302595	103
2319.711	4	circle	3	2319711	104
2336.848	4	square	2	2336848	105
2353.986	4	square	2	2353986	106
2371.119	4	square	2	2371119	107
2388.251	4	pentagram	1	2388251	108
2405.365	4	pentagram	1	2405365	109
2422.474	4	circle	3	2422474	110
2439.586	4	pentagram	1	2439586	111
2456.719	4	square	2	2456719	112
2473.829	4	pentagram	1	2473829	113
2490.939	4	square	2	2490939	114
2508.071	4	square	2	2508071	115
2525.2	4	circle	3	2525200	116
2542.328	4	pentagram	1	2542328	117
2559.451	4	pentagram	1	2559451	118
2576.577	4	square	2	2576577	119
2593.693	4	circle	3	2593693	120
