onset	duration	type	value	latency	trial
18.563	4	square	2	18563	1
35.689	4	circle	3	35689	2
52.803	4	pentagram	1	52803	3
69.93	4	pentagram	1	69930	4
87.055	4	square	2	87055	5
104.185	4	pentagram	1	104185	6
121.319	4	circle	3	121319	7
138.455	4	circle	3	138455	8
155.573	4	pentagram	1	155573	9
172.702	4	square	2	172702	10
189.827	4	square	2	189827	11
206.94	4	pentagram	1	206940	12
224.069	4	square	2	224069	13
241.183	4	circle	3	241183	14
258.301	4	pentagram	1	258301	15
275.428	4	square	2	275428	16
292.564	4	square	2	292564	17
309.696	4	circle	3	309696	18
326.81	4	pentagram	1	326810	19
343.92	4	circle	3	343920	20
361.056	4	square	2	361056	21
378.201	4	circle	3	378201	22
395.323	4	circle	3	395323	23
412.451	4	square	2	412451	24
429.585	4	circle	3	429585	25
446.709	4	pentagram	1	446709	26
463.84	4	pentagram	1	463840	27
480.969	4	square	2	480969	28
498.092	4	pentagram	1	498092	29
515.207	4	circle	3	515207	30
643.147	4	circle	3	643147	31
660.286	4	circle	3	660286	32
677.411	4	circle	3	677411	33
694.524	4	square	2	694524	34
711.651	4	circle	3	711651	35
728.778	4	pentagram	1	728778	36
745.907	4	square	2	745907	37
763.039	4	square	2	763039	38
780.164	4	pentagram	1	780164	39
797.279	4	pentagram	1	797279	40
814.394	4	pentagram	1	814394	41
831.537	4	square	2	831537	42
848.661	4	circle	3	848661	43
865.789	4	square	2	865789	44
882.918	4	circle	3	882918	45
900.051	4	circle	3	900051	46
917.163	4	square	2	917163	47
934.29	4	pentagram	1	934290	48
951.421	4	square	2	951421	49
968.549	4	square	2	968549	50
985.691	4	circle	3	985691	51
1002.822	4	pentagram	1	1002822	52
1019.938	4	pentagram	1	1019938	53
1037.059	4	circle	3	1037059	54
1054.193	4	pentagram	1	1054193	55
1071.323	4	pentagram	1	1071323	56
1088.459	4	pentagram	1	1088459	57
1105.575	4	square	2	1105575	58
1122.7	4	square	2	1122700	59
1139.831	4	circle	3	1139831	60
1274.086	4	circle	3	1274086	61
1291.228	4	square	2	1291228	62
1308.366	4	pentagram	1	1308366	63
1325.498	4	circle	3	1325498	64
1342.629	4	pentagram	1	1342629	65
1359.752	4	circle	3	1359752	66
1376.869	4	circle	3	1376869	67
1393.979	4	circle	3	1393979	68
1411.107	4	circle	3	1411107	69
1428.233	4	pentagram	1	1428233	70
1445.366	4	square	2	1445366	71
1462.497	4	pentagram	1	1462497	72
1479.621	4	circle	3	1479621	73
1496.752	4	pentagram	1	1496752	74
1513.863	4	square	2	1513863	75
1530.995	4	square	2	1530995	76
1548.135	4	square	2	1548135	77
1565.248	4	square	2	1565248	78
1582.377	4	circle	3	1582377	79
1599.492	4	pentagram	1	1599492	80
1616.62	4	square	2	1616620	81
1633.781	4	circle	3	1633781	82
1650.894	4	square	2	1650894	83
1668.021	4	square	2	1668021	84
1685.133	4	circle	3	1685133	85
1702.242	4	pentagram	1	1702242	86
1719.362	4	pentagram	1	1719362	87
1736.485	4	square	2	1736485	88
1753.611	4	pentagram	1	1753611	89
1770.745	4	pentagram	1	1770745	90
1900.108	4	pentagram	1	1900108	91
1917.222	4	circle	3	1917222	92
1934.349	4	pentagram	1	1934349	93
1951.481	4	square	2	1951481	94
1968.595	4	pentagram	1	1968595	95
1985.722	4	circle	3	1985722	96
2002.852	4	pentagram	1	2002852	97
2019.99	4	square	2	2019990	98
2037.105	4	square	2	2037105	99
2054.217	4	pentagram	1	2054217	100
2071.347	4	square	2	2071347	101
2088.46	4	pentagram	1	2088460	102
2105.586	4	square	2	2105586	103
2122.715	4	circle	3	2122715	104
2139.845	4	pentagram	1	2139845	105
2156.956	4	circle	3	2156956	106
2174.07	4	pentagram	1	2174070	107
2191.197	4	pentagram	1	2191197	108
2208.322	4	pentagram	1	2208322	109
2225.452	4	square	2	2225452	110
2242.586	4	circle	3	2242586	111
2259.711	4	square	2	2259711	112
2276.839	4	circle	3	2276839	113
2293.952	4	square	2	2293952	114
2311.084	4	square	2	2311084	115
2328.199	4	circle	3	2328199	116
2345.336	4	circle	3	2345336	117
2362.452	4	square	2	2362452	118
2379.563	4	circle	3	2379563	119
2396.689	4	circle	3	2396689	120
