onset	duration	type	value	latency	trial
18.196	4	dog	1	18196	1
35.341	4	dog	1	35341	2
52.497	4	bird	2	52497	3
69.634	4	bird	2	69634	4
86.791	4	bird	2	86791	5
103.92	4	bird	2	103920	6
121.044	4	dog	1	121044	7
138.16	4	dog	1	138160	8
155.273	4	fish	3	155273	9
172.386	4	bird	2	172386	10
189.511	4	fish	3	189511	11
206.637	4	fish	3	206637	12
223.781	4	bird	2	223781	13
240.881	4	dog	1	240881	14
258.005	4	dog	1	258005	15
275.135	4	fish	3	275135	16
292.262	4	fish	3	292262	17
309.382	4	fish	3	309382	18
326.504	4	bird	2	326504	19
343.618	4	dog	1	343618	20
360.747	4	dog	1	360747	21
377.871	4	fish	3	377871	22
395.002	4	fish	3	395002	23
412.118	4	bird	2	412118	24
429.24	4	fish	3	429240	25
446.369	4	bird	2	446369	26
463.495	4	dog	1	463495	27
480.61	4	fish	3	480610	28
497.722	4	bird	2	497722	29
514.849	4	dog	1	514849	30
642.418	4	dog	1	642418	31
659.539	4	dog	1	659539	32
676.675	4	dog	1	676675	33
693.788	4	fish	3	693788	34
710.918	4	fish	3	710918	35
728.043	4	dog	1	728043	36
745.166	4	fish	3	745166	37
762.289	4	bird	2	762289	38
779.416	4	bird	2	779416	39
796.529	4	fish	3	796529	40
813.655	4	bird	2	813655	41
830.769	4	bird	2	830769	42
847.895	4	dog	1	847895	43
865.008	4	fish	3	865008	44
882.136	4	fish	3	882136	45
899.245	4	dog	1	899245	46
916.374	4	bird	2	916374	47
933.509	4	dog	1	933509	48
950.647	4	fish	3	950647	49
967.766	4	dog	1	967766	50
984.907	4	bird	2	984907	51
1002.019	4	bird	2	1002019	52
1019.147	4	bird	2	1019147	53
1036.258	4	bird	2	1036258	54
1053.372	4	dog	1	1053372	55
1070.485	4	bird	2	1070485	56
1087.596	4	fish	3	1087596	57
1104.726	4	fish	3	1104726	58
1121.851	4	dog	1	1121851	59
1138.967	4	fish	3	1138967	60
1272.906	4	dog	1	1272906	61
1290.031	4	fish	3	1290031	62
1307.162	4	dog	1	1307162	63
1324.283	4	dog	1	1324283	64
1341.402	4	fish	3	1341402	65
1358.51	4	bird	2	1358510	66
1375.624	4	bird	2	1375624	67
1392.753	4	bird	2	1392753	68
1409.879	4	bird	2	1409879	69
1426.994	4	fish	3	1426994	70
1444.121	4	fish	3	1444121	71
1461.249	4	fish	3	1461249	72
1478.379	4	dog	1	1478379	73
1495.495	4	bird	2	1495495	74
1512.632	4	fish	3	1512632	75
1529.763	4	dog	1	1529763	76
1546.878	4	fish	3	1546878	77
1564.022	4	bird	2	1564022	78
1581.151	4	fish	3	1581151	79
1598.289	4	bird	2	1598289	80
1615.418	4	bird	2	1615418	81
1632.532	4	fish	3	1632532	82
1649.66	4	dog	1	1649660	83
1666.794	4	dog	1	1666794	84
1683.916	4	dog	1	1683916	85
1701.043	4	fish	3	1701043	86
1718.16	4	dog	1	1718160	87
1735.299	4	bird	2	1735299	88
1752.428	4	bird	2	1752428	89
1769.555	4	dog	1	1769555	90
1907.346	4	fish	3	1907346	91
1924.475	4	fish	3	1924475	92
1941.591	4	dog	1	1941591	93
1958.714	4	bird	2	1958714	94
1975.843	4	bird	2	1975843	95
1992.968	4	dog	1	1992968	96
2010.085	4	bird	2	2010085	97
2027.213	4	fish	3	2027213	98
2044.324	4	fish	3	2044324	99
2061.45	4	bird	2	2061450	100
2078.565	4	dog	1	2078565	101
2095.696	4	fish	3	2095696	102
2112.824	4	dog	1	2112824	103
2129.933	4	bird	2	2129933	104
2147.045	4	bird	2	2147045	105
2164.175	4	dog	1	2164175	106
2181.304	4	fish	3	2181304	107
2198.414	4	dog	1	2198414	108
2215.542	4	dog	1	2215542	109
2232.67	4	bird	2	2232670	110
2249.791	4	fish	3	2249791	111
2266.928	4	fish	3	2266928	112
2284.054	4	fish	3	2284054	113
2301.168	4	bird	2	2301168	114
2318.294	4	fish	3	2318294	115
2335.408	4	dog	1	2335408	116
2352.521	4	dog	1	2352521	117
2369.631	4	bird	2	2369631	118
2386.76	4	dog	1	2386760	119
2403.887	4	bird	2	2403887	120
