onset	duration	type	value	latency	trial
17.74	4	pentagram	1	17740	1
34.861	4	pentagram	1	34861	2
51.982	4	pentagram	1	51982	3
69.095	4	pentagram	1	69095	4
86.208	4	square	2	86208	5
103.341	4	circle	3	103341	6
120.477	4	pentagram	1	120477	7
137.591	4	circle	3	137591	8
154.706	4	square	2	154706	9
171.849	4	square	2	171849	10
188.975	4	square	2	188975	11
206.088	4	square	2	206088	12
223.2	4	square	2	223200	13
240.325	4	circle	3	240325	14
257.456	4	pentagram	1	257456	15
274.568	4	circle	3	274568	16
291.7	4	circle	3	291700	17
308.84	4	circle	3	308840	18
325.958	4	pentagram	1	325958	19
343.1	4	circle	3	343100	20
360.209	4	pentagram	1	360209	21
377.336	4	pentagram	1	377336	22
394.463	4	square	2	394463	23
411.593	4	pentagram	1	411593	24
428.719	4	square	2	428719	25
445.853	4	circle	3	445853	26
462.98	4	square	2	462980	27
480.091	4	circle	3	480091	28
497.218	4	square	2	497218	29
514.331	4	circle	3	514331	30
639.689	4	square	2	639689	31
656.812	4	circle	3	656812	32
673.949	4	pentagram	1	673949	33
691.083	4	square	2	691083	34
708.218	4	pentagram	1	708218	35
725.349	4	pentagram	1	725349	36
742.472	4	circle	3	742472	37
759.602	4	pentagram	1	759602	38
776.73	4	pentagram	1	776730	39
793.856	4	pentagram	1	793856	40
810.969	4	square	2	810969	41
828.09	4	circle	3	828090	42
845.212	4	circle	3	845212	43
862.327	4	pentagram	1	862327	44
879.467	4	square	2	879467	45
896.592	4	circle	3	896592	46
913.707	4	square	2	913707	47
930.835	4	circle	3	930835	48
947.948	4	square	2	947948	49
965.061	4	pentagram	1	965061	50
982.174	4	square	2	982174	51
999.318	4	pentagram	1	999318	52
1016.44	4	circle	3	1016440	53
1033.553	4	circle	3	1033553	54
1050.667	4	circle	3	1050667	55
1067.784	4	circle	3	1067784	56
1084.918	4	pentagram	1	1084918	57
1102.036	4	square	2	1102036	58
1119.165	4	square	2	1119165	59
1136.276	4	square	2	1136276	60
1278.683	4	pentagram	1	1278683	61
1295.818	4	circle	3	1295818	62
1312.957	4	pentagram	1	1312957	63
1330.085	4	circle	3	1330085	64
1347.219	4	circle	3	1347219	65
1364.355	4	square	2	1364355	66
1381.488	4	pentagram	1	1381488	67
1398.613	4	circle	3	1398613	68
1415.74	4	pentagram	1	1415740	69
1432.855	4	circle	3	1432855	70
1449.981	4	square	2	1449981	71
1467.108	4	square	2	1467108	72
1484.222	4	pentagram	1	1484222	73
1501.35	4	pentagram	1	1501350	74
1518.475	4	square	2	1518475	75
1535.593	4	square	2	1535593	76
1552.721	4	square	2	1552721	77
1569.847	4	pentagram	1	1569847	78
1586.976	4	square	2	1586976	79
1604.102	4	square	2	1604102	80
1621.216	4	circle	3	1621216	81
1638.342	4	circle	3	1638342	82
1655.457	4	pentagram	1	1655457	83
1672.583	4	circle	3	1672583	84
1689.694	4	pentagram	1	1689694	85
1706.806	4	circle	3	1706806	86
1723.938	4	circle	3	1723938	87
1741.059	4	pentagram	1	1741059	88
1758.19	4	square	2	1758190	89
1775.323	4	square	2	1775323	90
1920.145	4	circle	3	1920145	91
1937.257	4	square	2	1937257	92
1954.37	4	pentagram	1	1954370	93
1971.497	4	circle	3	1971497	94
1988.615	4	circle	3	1988615	95
2005.723	4	pentagram	1	2005723	96
2022.853	4	circle	3	2022853	97
2039.978	4	pentagram	1	2039978	98
2057.113	4	circle	3	2057113	99
2074.253	4	square	2	2074253	100
2091.377	4	circle	3	2091377	101
2108.506	4	pentagram	1	2108506	102
2125.642	4	square	2	2125642	103
2142.777	4	circle	3	2142777	104
2159.909	4	square	2	2159909	105
2177.039	4	square	2	2177039	106
2194.151	4	square	2	2194151	107
2211.275	4	pentagram	1	2211275	108
2228.404	4	pentagram	1	2228404	109
2245.535	4	circle	3	2245535	110
2262.658	4	pentagram	1	2262658	111
2279.79	4	square	2	2279790	112
2296.923	4	pentagram	1	2296923	113
2314.044	4	square	2	2314044	114
2331.177	4	square	2	2331177	115
2348.292	4	circle	3	2348292	116
2365.426	4	pentagram	1	2365426	117
2382.545	4	pentagram	1	2382545	118
2399.67	4	square	2	2399670	119
2416.801	4	circle	3	2416801	120
