onset	duration	type	value	latency	trial
20.55	4	dog	1	20550	1
37.686	4	dog	1	37686	2
54.8	4	dog	1	54800	3
71.929	4	fish	3	71929	4
89.051	4	fish	3	89051	5
106.183	4	dog	1	106183	6
123.302	4	fish	3	123302	7
140.436	4	bird	2	140436	8
157.564	4	bird	2	157564	9
174.697	4	fish	3	174697	10
191.812	4	bird	2	191812	11
208.922	4	bird	2	208922	12
226.05	4	dog	1	226050	13
243.18	4	fish	3	243180	14
260.291	4	fish	3	260291	15
277.403	4	dog	1	277403	16
294.535	4	bird	2	294535	17
311.662	4	dog	1	311662	18
328.787	4	fish	3	328787	19
345.915	4	dog	1	345915	20
363.028	4	bird	2	363028	21
380.141	4	bird	2	380141	22
397.268	4	bird	2	397268	23
414.397	4	bird	2	414397	24
431.509	4	dog	1	431509	25
448.622	4	bird	2	448622	26
465.734	4	fish	3	465734	27
482.842	4	fish	3	482842	28
499.959	4	dog	1	499959	29
517.071	4	fish	3	517071	30
716.248	4	dog	1	716248	31
733.386	4	fish	3	733386	32
750.511	4	dog	1	750511	33
767.639	4	dog	1	767639	34
784.767	4	fish	3	784767	35
801.878	4	bird	2	801878	36
818.993	4	bird	2	818993	37
836.122	4	bird	2	836122	38
853.25	4	bird	2	853250	39
870.376	4	fish	3	870376	40
887.495	4	fish	3	887495	41
904.636	4	fish	3	904636	42
921.745	4	dog	1	921745	43
938.87	4	bird	2	938870	44
956.004	4	fish	3	956004	45
973.115	4	dog	1	973115	46
990.238	4	fish	3	990238	47
1007.355	4	bird	2	1007355	48
1024.483	4	fish	3	1024483	49
1041.606	4	bird	2	1041606	50
1058.722	4	bird	2	1058722	51
1075.836	4	fish	3	1075836	52
1092.961	4	dog	1	1092961	53
1110.088	4	dog	1	1110088	54
1127.221	4	dog	1	1127221	55
1144.349	4	fish	3	1144349	56
1161.474	4	dog	1	1161474	57
1178.606	4	bird	2	1178606	58
1195.733	4	bird	2	1195733	59
1212.865	4	dog	1	1212865	60
1320.808	4	fish	3	1320808	61
1337.939	4	fish	3	1337939	62
1355.05	4	dog	1	1355050	63
1372.169	4	bird	2	1372169	64
1389.306	4	bird	2	1389306	65
1406.437	4	dog	1	1406437	66
1423.561	4	bird	2	1423561	67
1440.692	4	fish	3	1440692	68
1457.823	4	fish	3	1457823	69
1474.945	4	bird	2	1474945	70
1492.075	4	dog	1	1492075	71
1509.19	4	fish	3	1509190	72
1526.317	4	dog	1	1526317	73
1543.429	4	bird	2	1543429	74
1560.54	4	bird	2	1560540	75
1577.666	4	dog	1	1577666	76
1594.763	4	fish	3	1594763	77
1611.879	4	dog	1	1611879	78
1629.009	4	dog	1	1629009	79
1646.137	4	bird	2	1646137	80
1663.247	4	fish	3	1663247	81
1680.378	4	fish	3	1680378	82
1697.501	4	fish	3	1697501	83
1714.618	4	bird	2	1714618	84
1731.746	4	fish	3	1731746	85
1748.87	4	dog	1	1748870	86
1766.002	4	dog	1	1766002	87
1783.113	4	bird	2	1783113	88
1800.238	4	dog	1	1800238	89
1817.368	4	bird	2	1817368	90
2003.923	4	dog	1	2003923	91
2021.042	4	dog	1	2021042	92
2038.154	4	dog	1	2038154	93
2055.266	4	dog	1	2055266	94
2072.379	4	bird	2	2072379	95
2089.508	4	fish	3	2089508	96
2106.62	4	dog	1	2106620	97
2123.729	4	fish	3	2123729	98
2140.857	4	bird	2	2140857	99
2157.971	4	bird	2	2157971	100
2175.08	4	bird	2	2175080	101
2192.196	4	bird	2	2192196	102
2209.327	4	bird	2	2209327	103
2226.454	4	fish	3	2226454	104
2243.562	4	dog	1	2243562	105
2260.692	4	fish	3	2260692	106
2277.82	4	fish	3	2277820	107
2294.932	4	fish	3	2294932	108
2312.045	4	dog	1	2312045	109
2329.175	4	fish	3	2329175	110
2346.298	4	dog	1	2346298	111
2363.428	4	dog	1	2363428	112
2380.543	4	bird	2	2380543	113
2397.667	4	dog	1	2397667	114
2414.783	4	bird	2	2414783	115
2431.894	4	fish	3	2431894	116
2449.019	4	bird	2	2449019	117
2466.137	4	fish	3	2466137	118
2483.247	4	bird	2	2483247	119
2500.358	4	fish	3	2500358	120
