onset	duration	type	value	latency	trial
27.654	4	chair	4	27654	1
44.809	4	chair	4	44809	2
61.967	4	chair	4	61967	3
79.112	4	chair	4	79112	4
96.248	4	scissor	1	96248	5
113.371	4	scissor	1	113371	6
130.502	4	watch	2	130502	7
147.628	4	watch	2	147628	8
164.759	4	watch	2	164759	9
181.886	4	watch	2	181886	10
199.016	4	scissor	1	199016	11
216.141	4	scissor	1	216141	12
233.281	4	cup	3	233281	13
250.422	4	chair	4	250422	14
267.588	4	watch	2	267588	15
284.758	4	cup	3	284758	16
301.885	4	cup	3	301885	17
319.018	4	chair	4	319018	18
336.143	4	watch	2	336143	19
353.259	4	scissor	1	353259	20
370.369	4	chair	4	370369	21
387.503	4	scissor	1	387503	22
404.644	4	cup	3	404644	23
421.773	4	cup	3	421773	24
438.887	4	chair	4	438887	25
456.019	4	cup	3	456019	26
473.178	4	watch	2	473178	27
490.305	4	scissor	1	490305	28
507.42	4	scissor	1	507420	29
524.548	4	cup	3	524548	30
541.678	4	cup	3	541678	31
558.805	4	chair	4	558805	32
575.919	4	watch	2	575919	33
593.05	4	cup	3	593050	34
610.162	4	watch	2	610162	35
627.294	4	scissor	1	627294	36
644.434	4	cup	3	644434	37
661.569	4	watch	2	661569	38
678.708	4	chair	4	678708	39
695.829	4	scissor	1	695829	40
894.281	4	cup	3	894281	41
911.398	4	watch	2	911398	42
928.523	4	watch	2	928523	43
945.641	4	cup	3	945641	44
962.768	4	cup	3	962768	45
979.897	4	chair	4	979897	46
997.01	4	chair	4	997010	47
1014.123	4	chair	4	1014123	48
1031.253	4	watch	2	1031253	49
1048.38	4	scissor	1	1048380	50
1065.506	4	scissor	1	1065506	51
1082.626	4	chair	4	1082626	52
1099.736	4	watch	2	1099736	53
1116.862	4	cup	3	1116862	54
1133.995	4	scissor	1	1133995	55
1151.107	4	chair	4	1151107	56
1168.236	4	scissor	1	1168236	57
1185.368	4	cup	3	1185368	58
1202.506	4	chair	4	1202506	59
1219.626	4	watch	2	1219626	60
1236.739	4	watch	2	1236739	61
1253.877	4	scissor	1	1253877	62
1271.012	4	watch	2	1271012	63
1288.125	4	chair	4	1288125	64
1305.252	4	chair	4	1305252	65
1322.369	4	scissor	1	1322369	66
1339.493	4	scissor	1	1339493	67
1356.625	4	scissor	1	1356625	68
1373.753	4	scissor	1	1373753	69
1390.881	4	cup	3	1390881	70
1408.007	4	scissor	1	1408007	71
1425.139	4	cup	3	1425139	72
1442.253	4	cup	3	1442253	73
1459.377	4	watch	2	1459377	74
1476.496	4	cup	3	1476496	75
1493.608	4	chair	4	1493608	76
1510.733	4	chair	4	1510733	77
1527.851	4	watch	2	1527851	78
1544.978	4	cup	3	1544978	79
1562.093	4	watch	2	1562093	80
1793.375	4	chair	4	1793375	81
