onset	duration	type	value	latency	trial
14.714	4	chair	4	14714	1
31.883	4	chair	4	31883	2
49.055	4	chair	4	49055	3
66.198	4	chair	4	66198	4
83.328	4	scissor	1	83328	5
100.455	4	scissor	1	100455	6
117.58	4	watch	2	117580	7
134.697	4	watch	2	134697	8
151.828	4	watch	2	151828	9
168.967	4	watch	2	168967	10
186.082	4	scissor	1	186082	11
203.198	4	scissor	1	203198	12
220.34	4	cup	3	220340	13
237.464	4	chair	4	237464	14
254.593	4	watch	2	254593	15
271.708	4	cup	3	271708	16
288.814	4	cup	3	288814	17
305.931	4	chair	4	305931	18
323.062	4	watch	2	323062	19
340.202	4	scissor	1	340202	20
357.319	4	chair	4	357319	21
374.429	4	scissor	1	374429	22
391.541	4	cup	3	391541	23
408.654	4	cup	3	408654	24
425.768	4	chair	4	425768	25
442.882	4	cup	3	442882	26
460.021	4	watch	2	460021	27
477.141	4	scissor	1	477141	28
494.28	4	scissor	1	494280	29
511.406	4	cup	3	511406	30
528.539	4	cup	3	528539	31
545.681	4	chair	4	545681	32
562.812	4	watch	2	562812	33
579.938	4	cup	3	579938	34
597.051	4	watch	2	597051	35
614.174	4	scissor	1	614174	36
631.289	4	cup	3	631289	37
648.418	4	watch	2	648418	38
665.549	4	chair	4	665549	39
682.675	4	scissor	1	682675	40
960.163	4	cup	3	960163	41
977.283	4	watch	2	977283	42
994.407	4	watch	2	994407	43
1011.519	4	cup	3	1011519	44
1028.635	4	cup	3	1028635	45
1045.762	4	chair	4	1045762	46
1062.871	4	chair	4	1062871	47
1079.985	4	chair	4	1079985	48
1097.097	4	watch	2	1097097	49
1114.223	4	scissor	1	1114223	50
1131.335	4	scissor	1	1131335	51
1148.469	4	chair	4	1148469	52
1165.6	4	watch	2	1165600	53
1182.722	4	cup	3	1182722	54
1199.836	4	scissor	1	1199836	55
1216.949	4	chair	4	1216949	56
1234.082	4	scissor	1	1234082	57
1251.22	4	cup	3	1251220	58
1268.346	4	chair	4	1268346	59
1285.469	4	watch	2	1285469	60
1302.603	4	watch	2	1302603	61
1319.739	4	scissor	1	1319739	62
1336.848	4	watch	2	1336848	63
1353.962	4	chair	4	1353962	64
1371.089	4	chair	4	1371089	65
1388.221	4	scissor	1	1388221	66
1405.368	4	scissor	1	1405368	67
1422.493	4	scissor	1	1422493	68
1439.606	4	scissor	1	1439606	69
1456.72	4	cup	3	1456720	70
1473.863	4	scissor	1	1473863	71
1490.976	4	cup	3	1490976	72
1508.099	4	cup	3	1508099	73
1525.233	4	watch	2	1525233	74
1542.36	4	cup	3	1542360	75
1559.471	4	chair	4	1559471	76
1576.582	4	chair	4	1576582	77
1593.708	4	watch	2	1593708	78
1610.826	4	cup	3	1610826	79
1627.933	4	watch	2	1627933	80
1944.142	4	chair	4	1944142	81
1961.289	4	chair	4	1961289	82
1978.423	4	watch	2	1978423	83
1995.568	4	cup	3	1995568	84
2012.69	4	scissor	1	2012690	85
2029.82	4	cup	3	2029820	86
2046.934	4	watch	2	2046934	87
2064.048	4	scissor	1	2064048	88
2081.186	4	cup	3	2081186	89
2098.32	4	chair	4	2098320	90
2115.445	4	scissor	1	2115445	91
2132.56	4	chair	4	2132560	92
2149.683	4	scissor	1	2149683	93
2166.815	4	scissor	1	2166815	94
2183.94	4	cup	3	2183940	95
2201.07	4	watch	2	2201070	96
2218.185	4	scissor	1	2218185	97
2235.298	4	chair	4	2235298	98
2252.41	4	watch	2	2252410	99
2269.524	4	cup	3	2269524	100
2286.655	4	scissor	1	2286655	101
2303.778	4	cup	3	2303778	102
2320.891	4	watch	2	2320891	103
2338.019	4	chair	4	2338019	104
2355.138	4	watch	2	2355138	105
2372.262	4	watch	2	2372262	106
2389.388	4	scissor	1	2389388	107
2406.516	4	cup	3	2406516	108
2423.646	4	scissor	1	2423646	109
2440.772	4	chair	4	2440772	110
2457.903	4	chair	4	2457903	111
2475.03	4	chair	4	2475030	112
2492.142	4	cup	3	2492142	113
2509.272	4	chair	4	2509272	114
2526.4	4	scissor	1	2526400	115
2543.528	4	watch	2	2543528	116
2560.656	4	watch	2	2560656	117
2577.784	4	cup	3	2577784	118
2594.915	4	watch	2	2594915	119
2612.027	4	cup	3	2612027	120
3058.012	4	scissor	1	3058012	121
3075.128	4	chair	4	3075128	122
3092.261	4	scissor	1	3092261	123
3109.383	4	scissor	1	3109383	124
3126.498	4	chair	4	3126498	125
3143.622	4	chair	4	3143622	126
3160.744	4	chair	4	3160744	127
3177.867	4	chair	4	3177867	128
3194.979	4	chair	4	3194979	129
3212.095	4	scissor	1	3212095	130
3229.221	4	chair	4	3229221	131
3246.333	4	watch	2	3246333	132
3263.457	4	cup	3	3263457	133
3280.59	4	scissor	1	3280590	134
3297.705	4	cup	3	3297705	135
3314.814	4	chair	4	3314814	136
3331.926	4	watch	2	3331926	137
3349.057	4	watch	2	3349057	138
3366.181	4	chair	4	3366181	139
3383.292	4	watch	2	3383292	140
3400.428	4	watch	2	3400428	141
3417.55	4	watch	2	3417550	142
