onset	duration	type	value	latency	trial
17.678	4	fish	3	17678	1
34.794	4	fish	3	34794	2
51.91	4	dog	1	51910	3
69.047	4	bird	2	69047	4
86.18	4	bird	2	86180	5
103.305	4	dog	1	103305	6
120.432	4	bird	2	120432	7
137.562	4	fish	3	137562	8
154.669	4	fish	3	154669	9
171.799	4	bird	2	171799	10
188.924	4	dog	1	188924	11
206.043	4	fish	3	206043	12
223.154	4	dog	1	223154	13
240.28	4	bird	2	240280	14
257.396	4	bird	2	257396	15
274.521	4	dog	1	274521	16
291.651	4	fish	3	291651	17
308.777	4	dog	1	308777	18
325.907	4	dog	1	325907	19
343.032	4	bird	2	343032	20
360.158	4	fish	3	360158	21
377.279	4	fish	3	377279	22
394.419	4	fish	3	394419	23
411.542	4	bird	2	411542	24
428.676	4	fish	3	428676	25
445.803	4	dog	1	445803	26
462.928	4	dog	1	462928	27
480.044	4	bird	2	480044	28
497.156	4	dog	1	497156	29
514.266	4	bird	2	514266	30
594.109	4	dog	1	594109	31
611.242	4	dog	1	611242	32
628.358	4	dog	1	628358	33
645.489	4	dog	1	645489	34
662.629	4	bird	2	662629	35
679.76	4	fish	3	679760	36
696.891	4	dog	1	696891	37
714.03	4	fish	3	714030	38
731.158	4	bird	2	731158	39
748.274	4	bird	2	748274	40
765.4	4	bird	2	765400	41
782.525	4	bird	2	782525	42
799.657	4	bird	2	799657	43
816.772	4	fish	3	816772	44
833.909	4	dog	1	833909	45
851.039	4	fish	3	851039	46
868.155	4	fish	3	868155	47
885.282	4	fish	3	885282	48
902.394	4	dog	1	902394	49
919.534	4	fish	3	919534	50
936.663	4	dog	1	936663	51
953.778	4	dog	1	953778	52
970.907	4	bird	2	970907	53
988.033	4	dog	1	988033	54
1005.15	4	bird	2	1005150	55
1022.288	4	fish	3	1022288	56
1039.416	4	bird	2	1039416	57
1056.543	4	fish	3	1056543	58
1073.657	4	bird	2	1073657	59
1090.783	4	fish	3	1090783	60
1287.483	4	bird	2	1287483	61
1304.622	4	fish	3	1304622	62
1321.749	4	dog	1	1321749	63
1338.861	4	bird	2	1338861	64
1355.99	4	dog	1	1355990	65
1373.113	4	dog	1	1373113	66
1390.247	4	fish	3	1390247	67
1407.371	4	dog	1	1407371	68
1424.481	4	dog	1	1424481	69
1441.611	4	dog	1	1441611	70
1458.742	4	bird	2	1458742	71
1475.855	4	fish	3	1475855	72
1492.966	4	fish	3	1492966	73
1510.077	4	dog	1	1510077	74
1527.21	4	bird	2	1527210	75
1544.347	4	fish	3	1544347	76
1561.477	4	bird	2	1561477	77
1578.607	4	fish	3	1578607	78
1595.729	4	bird	2	1595729	79
1612.846	4	dog	1	1612846	80
1629.973	4	bird	2	1629973	81
1647.105	4	dog	1	1647105	82
1664.215	4	fish	3	1664215	83
1681.342	4	fish	3	1681342	84
1698.475	4	fish	3	1698475	85
1715.594	4	fish	3	1715594	86
1732.727	4	dog	1	1732727	87
1749.852	4	bird	2	1749852	88
1766.968	4	bird	2	1766968	89
1784.08	4	bird	2	1784080	90
1979.411	4	dog	1	1979411	91
1996.546	4	fish	3	1996546	92
2013.67	4	dog	1	2013670	93
2030.797	4	fish	3	2030797	94
2047.915	4	fish	3	2047915	95
2065.038	4	bird	2	2065038	96
2082.15	4	dog	1	2082150	97
2099.263	4	fish	3	2099263	98
2116.375	4	dog	1	2116375	99
2133.488	4	fish	3	2133488	100
2150.598	4	bird	2	2150598	101
2167.711	4	bird	2	2167711	102
2184.824	4	dog	1	2184824	103
2201.934	4	dog	1	2201934	104
2219.048	4	bird	2	2219048	105
2236.161	4	bird	2	2236161	106
2253.273	4	bird	2	2253273	107
2270.389	4	dog	1	2270389	108
2287.524	4	bird	2	2287524	109
2304.647	4	bird	2	2304647	110
2321.771	4	fish	3	2321771	111
2338.883	4	fish	3	2338883	112
2356.012	4	dog	1	2356012	113
2373.124	4	fish	3	2373124	114
2390.239	4	dog	1	2390239	115
2407.378	4	fish	3	2407378	116
2424.506	4	fish	3	2424506	117
2441.633	4	dog	1	2441633	118
2458.763	4	bird	2	2458763	119
2475.891	4	bird	2	2475891	120
